sample_id	title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	molecule_ch1	extract_protocol_ch1	label_ch1	label_protocol_ch1	taxid_ch1	hyb_protocol	scan_protocol	data_processing	platform_id	contact_name	contact_email	contact_institute	contact_address	contact_city	contact_zip/postal_code	contact_country	supplementary_file	data_row_count	tissue:ch1	tissue	accession	role	etiology
GSM616998	non_tumor sample 228	GSM616998	Public on Jul 05 2011	Nov 03 2010	Jul 05 2011	RNA	1	non_tumor	Homo sapiens	tissue: non_tumor liver	total RNA	Samples are processed in parallel in 96-well plates to minimize potential variation.  Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.	Biotin	The final in vitro transcription incorporates biotin moieties that are later labeled with phycoerythrin.  After amplification, samples are put through a controlled fragmentation to improve hybridization sensitivity and consistency.  The labeled molecules are biotinylated-cRNA.	9606	GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques.  Arrays are hybridized for 18 hours at 45C with vigorous mixing.   Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed.  Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.	Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.	Data were loaded into the Rosetta Resolver system (Rosetta Biosoftware, Seattle, WA) and processed using the RMA algorithm (http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=Retrieve&db=PubMed&list_uids=12582260).  Intensities were calculated based on RMA, a Rosetta-developed error, and a MAS-5 p-value.  The Rosetta-developed error is used in the calculation of xdev for the ratio p-values as described in section 2.2 (http://bioinformatics.oxfordjournals.org/cgi/content/full/22/9/1111).	GPL10687	Chunsheng,,Zhang	chunsheng_zhang@merck.com	Merck	33 Avenue Louis Pasteur	Boston	02115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616998/suppl/GSM616998.CEL.gz	37582	non_tumor liver	non_tumor	GSE25097	added_external_validation	mixed
GSM616999	non_tumor sample 229	GSM616999	Public on Jul 05 2011	Nov 03 2010	Jul 05 2011	RNA	1	non_tumor	Homo sapiens	tissue: non_tumor liver	total RNA	Samples are processed in parallel in 96-well plates to minimize potential variation.  Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.	Biotin	The final in vitro transcription incorporates biotin moieties that are later labeled with phycoerythrin.  After amplification, samples are put through a controlled fragmentation to improve hybridization sensitivity and consistency.  The labeled molecules are biotinylated-cRNA.	9606	GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques.  Arrays are hybridized for 18 hours at 45C with vigorous mixing.   Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed.  Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.	Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.	Data were loaded into the Rosetta Resolver system (Rosetta Biosoftware, Seattle, WA) and processed using the RMA algorithm (http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=Retrieve&db=PubMed&list_uids=12582260).  Intensities were calculated based on RMA, a Rosetta-developed error, and a MAS-5 p-value.  The Rosetta-developed error is used in the calculation of xdev for the ratio p-values as described in section 2.2 (http://bioinformatics.oxfordjournals.org/cgi/content/full/22/9/1111).	GPL10687	Chunsheng,,Zhang	chunsheng_zhang@merck.com	Merck	33 Avenue Louis Pasteur	Boston	02115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616999/suppl/GSM616999.CEL.gz	37582	non_tumor liver	non_tumor	GSE25097	added_external_validation	mixed
GSM617000	non_tumor sample 230	GSM617000	Public on Jul 05 2011	Nov 03 2010	Jul 05 2011	RNA	1	non_tumor	Homo sapiens	tissue: non_tumor liver	total RNA	Samples are processed in parallel in 96-well plates to minimize potential variation.  Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.	Biotin	The final in vitro transcription incorporates biotin moieties that are later labeled with phycoerythrin.  After amplification, samples are put through a controlled fragmentation to improve hybridization sensitivity and consistency.  The labeled molecules are biotinylated-cRNA.	9606	GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques.  Arrays are hybridized for 18 hours at 45C with vigorous mixing.   Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed.  Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.	Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.	Data were loaded into the Rosetta Resolver system (Rosetta Biosoftware, Seattle, WA) and processed using the RMA algorithm (http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=Retrieve&db=PubMed&list_uids=12582260).  Intensities were calculated based on RMA, a Rosetta-developed error, and a MAS-5 p-value.  The Rosetta-developed error is used in the calculation of xdev for the ratio p-values as described in section 2.2 (http://bioinformatics.oxfordjournals.org/cgi/content/full/22/9/1111).	GPL10687	Chunsheng,,Zhang	chunsheng_zhang@merck.com	Merck	33 Avenue Louis Pasteur	Boston	02115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM617nnn/GSM617000/suppl/GSM617000.CEL.gz	37582	non_tumor liver	non_tumor	GSE25097	added_external_validation	mixed
GSM617001	non_tumor sample 231	GSM617001	Public on Jul 05 2011	Nov 03 2010	Jul 05 2011	RNA	1	non_tumor	Homo sapiens	tissue: non_tumor liver	total RNA	Samples are processed in parallel in 96-well plates to minimize potential variation.  Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.	Biotin	The final in vitro transcription incorporates biotin moieties that are later labeled with phycoerythrin.  After amplification, samples are put through a controlled fragmentation to improve hybridization sensitivity and consistency.  The labeled molecules are biotinylated-cRNA.	9606	GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques.  Arrays are hybridized for 18 hours at 45C with vigorous mixing.   Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed.  Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.	Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.	Data were loaded into the Rosetta Resolver system (Rosetta Biosoftware, Seattle, WA) and processed using the RMA algorithm (http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=Retrieve&db=PubMed&list_uids=12582260).  Intensities were calculated based on RMA, a Rosetta-developed error, and a MAS-5 p-value.  The Rosetta-developed error is used in the calculation of xdev for the ratio p-values as described in section 2.2 (http://bioinformatics.oxfordjournals.org/cgi/content/full/22/9/1111).	GPL10687	Chunsheng,,Zhang	chunsheng_zhang@merck.com	Merck	33 Avenue Louis Pasteur	Boston	02115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM617nnn/GSM617001/suppl/GSM617001.CEL.gz	37582	non_tumor liver	non_tumor	GSE25097	added_external_validation	mixed
GSM617002	non_tumor sample 232	GSM617002	Public on Jul 05 2011	Nov 03 2010	Jul 05 2011	RNA	1	non_tumor	Homo sapiens	tissue: non_tumor liver	total RNA	Samples are processed in parallel in 96-well plates to minimize potential variation.  Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.	Biotin	The final in vitro transcription incorporates biotin moieties that are later labeled with phycoerythrin.  After amplification, samples are put through a controlled fragmentation to improve hybridization sensitivity and consistency.  The labeled molecules are biotinylated-cRNA.	9606	GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques.  Arrays are hybridized for 18 hours at 45C with vigorous mixing.   Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed.  Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.	Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.	Data were loaded into the Rosetta Resolver system (Rosetta Biosoftware, Seattle, WA) and processed using the RMA algorithm (http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=Retrieve&db=PubMed&list_uids=12582260).  Intensities were calculated based on RMA, a Rosetta-developed error, and a MAS-5 p-value.  The Rosetta-developed error is used in the calculation of xdev for the ratio p-values as described in section 2.2 (http://bioinformatics.oxfordjournals.org/cgi/content/full/22/9/1111).	GPL10687	Chunsheng,,Zhang	chunsheng_zhang@merck.com	Merck	33 Avenue Louis Pasteur	Boston	02115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM617nnn/GSM617002/suppl/GSM617002.CEL.gz	37582	non_tumor liver	non_tumor	GSE25097	added_external_validation	mixed
GSM617003	non_tumor sample 233	GSM617003	Public on Jul 05 2011	Nov 03 2010	Jul 05 2011	RNA	1	non_tumor	Homo sapiens	tissue: non_tumor liver	total RNA	Samples are processed in parallel in 96-well plates to minimize potential variation.  Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.	Biotin	The final in vitro transcription incorporates biotin moieties that are later labeled with phycoerythrin.  After amplification, samples are put through a controlled fragmentation to improve hybridization sensitivity and consistency.  The labeled molecules are biotinylated-cRNA.	9606	GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques.  Arrays are hybridized for 18 hours at 45C with vigorous mixing.   Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed.  Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.	Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.	Data were loaded into the Rosetta Resolver system (Rosetta Biosoftware, Seattle, WA) and processed using the RMA algorithm (http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=Retrieve&db=PubMed&list_uids=12582260).  Intensities were calculated based on RMA, a Rosetta-developed error, and a MAS-5 p-value.  The Rosetta-developed error is used in the calculation of xdev for the ratio p-values as described in section 2.2 (http://bioinformatics.oxfordjournals.org/cgi/content/full/22/9/1111).	GPL10687	Chunsheng,,Zhang	chunsheng_zhang@merck.com	Merck	33 Avenue Louis Pasteur	Boston	02115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM617nnn/GSM617003/suppl/GSM617003.CEL.gz	37582	non_tumor liver	non_tumor	GSE25097	added_external_validation	mixed
GSM617004	non_tumor sample 234	GSM617004	Public on Jul 05 2011	Nov 03 2010	Jul 05 2011	RNA	1	non_tumor	Homo sapiens	tissue: non_tumor liver	total RNA	Samples are processed in parallel in 96-well plates to minimize potential variation.  Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.	Biotin	The final in vitro transcription incorporates biotin moieties that are later labeled with phycoerythrin.  After amplification, samples are put through a controlled fragmentation to improve hybridization sensitivity and consistency.  The labeled molecules are biotinylated-cRNA.	9606	GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques.  Arrays are hybridized for 18 hours at 45C with vigorous mixing.   Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed.  Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.	Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.	Data were loaded into the Rosetta Resolver system (Rosetta Biosoftware, Seattle, WA) and processed using the RMA algorithm (http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=Retrieve&db=PubMed&list_uids=12582260).  Intensities were calculated based on RMA, a Rosetta-developed error, and a MAS-5 p-value.  The Rosetta-developed error is used in the calculation of xdev for the ratio p-values as described in section 2.2 (http://bioinformatics.oxfordjournals.org/cgi/content/full/22/9/1111).	GPL10687	Chunsheng,,Zhang	chunsheng_zhang@merck.com	Merck	33 Avenue Louis Pasteur	Boston	02115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM617nnn/GSM617004/suppl/GSM617004.CEL.gz	37582	non_tumor liver	non_tumor	GSE25097	added_external_validation	mixed
GSM617005	non_tumor sample 235	GSM617005	Public on Jul 05 2011	Nov 03 2010	Jul 05 2011	RNA	1	non_tumor	Homo sapiens	tissue: non_tumor liver	total RNA	Samples are processed in parallel in 96-well plates to minimize potential variation.  Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.	Biotin	The final in vitro transcription incorporates biotin moieties that are later labeled with phycoerythrin.  After amplification, samples are put through a controlled fragmentation to improve hybridization sensitivity and consistency.  The labeled molecules are biotinylated-cRNA.	9606	GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques.  Arrays are hybridized for 18 hours at 45C with vigorous mixing.   Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed.  Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.	Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.	Data were loaded into the Rosetta Resolver system (Rosetta Biosoftware, Seattle, WA) and processed using the RMA algorithm (http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=Retrieve&db=PubMed&list_uids=12582260).  Intensities were calculated based on RMA, a Rosetta-developed error, and a MAS-5 p-value.  The Rosetta-developed error is used in the calculation of xdev for the ratio p-values as described in section 2.2 (http://bioinformatics.oxfordjournals.org/cgi/content/full/22/9/1111).	GPL10687	Chunsheng,,Zhang	chunsheng_zhang@merck.com	Merck	33 Avenue Louis Pasteur	Boston	02115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM617nnn/GSM617005/suppl/GSM617005.CEL.gz	37582	non_tumor liver	non_tumor	GSE25097	added_external_validation	mixed
GSM617006	non_tumor sample 236	GSM617006	Public on Jul 05 2011	Nov 03 2010	Jul 05 2011	RNA	1	non_tumor	Homo sapiens	tissue: non_tumor liver	total RNA	Samples are processed in parallel in 96-well plates to minimize potential variation.  Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.	Biotin	The final in vitro transcription incorporates biotin moieties that are later labeled with phycoerythrin.  After amplification, samples are put through a controlled fragmentation to improve hybridization sensitivity and consistency.  The labeled molecules are biotinylated-cRNA.	9606	GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques.  Arrays are hybridized for 18 hours at 45C with vigorous mixing.   Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed.  Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.	Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.	Data were loaded into the Rosetta Resolver system (Rosetta Biosoftware, Seattle, WA) and processed using the RMA algorithm (http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=Retrieve&db=PubMed&list_uids=12582260).  Intensities were calculated based on RMA, a Rosetta-developed error, and a MAS-5 p-value.  The Rosetta-developed error is used in the calculation of xdev for the ratio p-values as described in section 2.2 (http://bioinformatics.oxfordjournals.org/cgi/content/full/22/9/1111).	GPL10687	Chunsheng,,Zhang	chunsheng_zhang@merck.com	Merck	33 Avenue Louis Pasteur	Boston	02115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM617nnn/GSM617006/suppl/GSM617006.CEL.gz	37582	non_tumor liver	non_tumor	GSE25097	added_external_validation	mixed
GSM617007	non_tumor sample 237	GSM617007	Public on Jul 05 2011	Nov 03 2010	Jul 05 2011	RNA	1	non_tumor	Homo sapiens	tissue: non_tumor liver	total RNA	Samples are processed in parallel in 96-well plates to minimize potential variation.  Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.	Biotin	The final in vitro transcription incorporates biotin moieties that are later labeled with phycoerythrin.  After amplification, samples are put through a controlled fragmentation to improve hybridization sensitivity and consistency.  The labeled molecules are biotinylated-cRNA.	9606	GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques.  Arrays are hybridized for 18 hours at 45C with vigorous mixing.   Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed.  Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.	Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.	Data were loaded into the Rosetta Resolver system (Rosetta Biosoftware, Seattle, WA) and processed using the RMA algorithm (http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=Retrieve&db=PubMed&list_uids=12582260).  Intensities were calculated based on RMA, a Rosetta-developed error, and a MAS-5 p-value.  The Rosetta-developed error is used in the calculation of xdev for the ratio p-values as described in section 2.2 (http://bioinformatics.oxfordjournals.org/cgi/content/full/22/9/1111).	GPL10687	Chunsheng,,Zhang	chunsheng_zhang@merck.com	Merck	33 Avenue Louis Pasteur	Boston	02115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM617nnn/GSM617007/suppl/GSM617007.CEL.gz	37582	non_tumor liver	non_tumor	GSE25097	added_external_validation	mixed
GSM617008	non_tumor sample 238	GSM617008	Public on Jul 05 2011	Nov 03 2010	Jul 05 2011	RNA	1	non_tumor	Homo sapiens	tissue: non_tumor liver	total RNA	Samples are processed in parallel in 96-well plates to minimize potential variation.  Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.	Biotin	The final in vitro transcription incorporates biotin moieties that are later labeled with phycoerythrin.  After amplification, samples are put through a controlled fragmentation to improve hybridization sensitivity and consistency.  The labeled molecules are biotinylated-cRNA.	9606	GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques.  Arrays are hybridized for 18 hours at 45C with vigorous mixing.   Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed.  Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.	Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.	Data were loaded into the Rosetta Resolver system (Rosetta Biosoftware, Seattle, WA) and processed using the RMA algorithm (http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=Retrieve&db=PubMed&list_uids=12582260).  Intensities were calculated based on RMA, a Rosetta-developed error, and a MAS-5 p-value.  The Rosetta-developed error is used in the calculation of xdev for the ratio p-values as described in section 2.2 (http://bioinformatics.oxfordjournals.org/cgi/content/full/22/9/1111).	GPL10687	Chunsheng,,Zhang	chunsheng_zhang@merck.com	Merck	33 Avenue Louis Pasteur	Boston	02115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM617nnn/GSM617008/suppl/GSM617008.CEL.gz	37582	non_tumor liver	non_tumor	GSE25097	added_external_validation	mixed
GSM617009	non_tumor sample 239	GSM617009	Public on Jul 05 2011	Nov 03 2010	Jul 05 2011	RNA	1	non_tumor	Homo sapiens	tissue: non_tumor liver	total RNA	Samples are processed in parallel in 96-well plates to minimize potential variation.  Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.	Biotin	The final in vitro transcription incorporates biotin moieties that are later labeled with phycoerythrin.  After amplification, samples are put through a controlled fragmentation to improve hybridization sensitivity and consistency.  The labeled molecules are biotinylated-cRNA.	9606	GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques.  Arrays are hybridized for 18 hours at 45C with vigorous mixing.   Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed.  Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.	Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.	Data were loaded into the Rosetta Resolver system (Rosetta Biosoftware, Seattle, WA) and processed using the RMA algorithm (http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=Retrieve&db=PubMed&list_uids=12582260).  Intensities were calculated based on RMA, a Rosetta-developed error, and a MAS-5 p-value.  The Rosetta-developed error is used in the calculation of xdev for the ratio p-values as described in section 2.2 (http://bioinformatics.oxfordjournals.org/cgi/content/full/22/9/1111).	GPL10687	Chunsheng,,Zhang	chunsheng_zhang@merck.com	Merck	33 Avenue Louis Pasteur	Boston	02115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM617nnn/GSM617009/suppl/GSM617009.CEL.gz	37582	non_tumor liver	non_tumor	GSE25097	added_external_validation	mixed
GSM617010	non_tumor sample 240	GSM617010	Public on Jul 05 2011	Nov 03 2010	Jul 05 2011	RNA	1	non_tumor	Homo sapiens	tissue: non_tumor liver	total RNA	Samples are processed in parallel in 96-well plates to minimize potential variation.  Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.	Biotin	The final in vitro transcription incorporates biotin moieties that are later labeled with phycoerythrin.  After amplification, samples are put through a controlled fragmentation to improve hybridization sensitivity and consistency.  The labeled molecules are biotinylated-cRNA.	9606	GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques.  Arrays are hybridized for 18 hours at 45C with vigorous mixing.   Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed.  Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.	Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.	Data were loaded into the Rosetta Resolver system (Rosetta Biosoftware, Seattle, WA) and processed using the RMA algorithm (http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=Retrieve&db=PubMed&list_uids=12582260).  Intensities were calculated based on RMA, a Rosetta-developed error, and a MAS-5 p-value.  The Rosetta-developed error is used in the calculation of xdev for the ratio p-values as described in section 2.2 (http://bioinformatics.oxfordjournals.org/cgi/content/full/22/9/1111).	GPL10687	Chunsheng,,Zhang	chunsheng_zhang@merck.com	Merck	33 Avenue Louis Pasteur	Boston	02115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM617nnn/GSM617010/suppl/GSM617010.CEL.gz	37582	non_tumor liver	non_tumor	GSE25097	added_external_validation	mixed
GSM617011	non_tumor sample 241	GSM617011	Public on Jul 05 2011	Nov 03 2010	Jul 05 2011	RNA	1	non_tumor	Homo sapiens	tissue: non_tumor liver	total RNA	Samples are processed in parallel in 96-well plates to minimize potential variation.  Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.	Biotin	The final in vitro transcription incorporates biotin moieties that are later labeled with phycoerythrin.  After amplification, samples are put through a controlled fragmentation to improve hybridization sensitivity and consistency.  The labeled molecules are biotinylated-cRNA.	9606	GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques.  Arrays are hybridized for 18 hours at 45C with vigorous mixing.   Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed.  Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.	Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.	Data were loaded into the Rosetta Resolver system (Rosetta Biosoftware, Seattle, WA) and processed using the RMA algorithm (http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=Retrieve&db=PubMed&list_uids=12582260).  Intensities were calculated based on RMA, a Rosetta-developed error, and a MAS-5 p-value.  The Rosetta-developed error is used in the calculation of xdev for the ratio p-values as described in section 2.2 (http://bioinformatics.oxfordjournals.org/cgi/content/full/22/9/1111).	GPL10687	Chunsheng,,Zhang	chunsheng_zhang@merck.com	Merck	33 Avenue Louis Pasteur	Boston	02115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM617nnn/GSM617011/suppl/GSM617011.CEL.gz	37582	non_tumor liver	non_tumor	GSE25097	added_external_validation	mixed
GSM617012	non_tumor sample 242	GSM617012	Public on Jul 05 2011	Nov 03 2010	Jul 05 2011	RNA	1	non_tumor	Homo sapiens	tissue: non_tumor liver	total RNA	Samples are processed in parallel in 96-well plates to minimize potential variation.  Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.	Biotin	The final in vitro transcription incorporates biotin moieties that are later labeled with phycoerythrin.  After amplification, samples are put through a controlled fragmentation to improve hybridization sensitivity and consistency.  The labeled molecules are biotinylated-cRNA.	9606	GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques.  Arrays are hybridized for 18 hours at 45C with vigorous mixing.   Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed.  Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.	Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.	Data were loaded into the Rosetta Resolver system (Rosetta Biosoftware, Seattle, WA) and processed using the RMA algorithm (http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=Retrieve&db=PubMed&list_uids=12582260).  Intensities were calculated based on RMA, a Rosetta-developed error, and a MAS-5 p-value.  The Rosetta-developed error is used in the calculation of xdev for the ratio p-values as described in section 2.2 (http://bioinformatics.oxfordjournals.org/cgi/content/full/22/9/1111).	GPL10687	Chunsheng,,Zhang	chunsheng_zhang@merck.com	Merck	33 Avenue Louis Pasteur	Boston	02115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM617nnn/GSM617012/suppl/GSM617012.CEL.gz	37582	non_tumor liver	non_tumor	GSE25097	added_external_validation	mixed
