gene	beta_injury_index	AveExpr	t	p_value	FDR	B	logFC	P.Value	adj.P.Val
ZNF250	-0.006394440915507545	4.645473828125	-0.24618501271798762	0.8059250699961147	0.8608960934799393	-6.55957173875204	-0.006394440915507545	0.8059250699961147	0.8608960934799393
BTF3P12	0.004726085013465026	3.895561015625	0.2456832407237051	0.8063126709833147	0.8612510049908622	-6.559693724852277	0.004726085013465026	0.8063126709833147	0.8612510049908622
MIR4458	0.012619142247070838	5.75149953125	0.24565238976367515	0.8063365038221807	0.8612510049908622	-6.5597012169342666	0.012619142247070838	0.8063365038221807	0.8612510049908622
BGLT3	0.006504365153916613	4.857507890625	0.24548023582940615	0.8064694987108889	0.8613507637579402	-6.559743006849014	0.006504365153916613	0.8064694987108889	0.8613507637579402
OXSM	-0.005488513645084979	7.965772734375	-0.24521735177862508	0.8066725966843631	0.8615253827413074	-6.559806764788072	-0.005488513645084979	0.8066725966843631	0.8615253827413074
SNORD87	0.00527115399722619	9.799295234375	0.24481280792709972	0.8069851634110482	0.8618168913388252	-6.559904746512281	0.00527115399722619	0.8069851634110482	0.8618168913388252
WASL	-0.005284383723174109	9.326405078125	-0.24475574027124763	0.8070292586703323	0.86182167225605	-6.559918555460072	-0.005284383723174109	0.8070292586703323	0.86182167225605
DKFZP434L192	0.004606154597749846	2.03338921875	0.2446245074510782	0.8071306625118034	0.8618871694912683	-6.5599502983233755	0.004606154597749846	0.8071306625118034	0.8618871694912683
LOC101930452	-0.009020279631817426	2.349448203125	-0.2445738133412661	0.8071698348216851	0.8618871694912683	-6.559962555764332	-0.009020279631817426	0.8071698348216851	0.8618871694912683
UGT2B28	-0.00400154579830002	12.38536171875	-0.24415073751074554	0.8074967726889631	0.8621633073240499	-6.5600647532272784	-0.00400154579830002	0.8074967726889631	0.8621633073240499
HPCAL1	0.0057533401373204875	8.341891796875	0.24413279075203181	0.8075106420545495	0.8621633073240499	-6.560069084506727	0.0057533401373204875	0.8075106420545495	0.8621633073240499
SEP15	-0.005289561517432356	9.71152140625	-0.24408529859168857	0.8075473445836214	0.8621633073240499	-6.560080544753054	-0.005289561517432356	0.8075473445836214	0.8621633073240499
IKZF5	0.010082345600151976	6.607567421875	0.24387849716232968	0.8077071682812998	0.8622552741984013	-6.560130421659393	0.010082345600151976	0.8077071682812998	0.8622552741984013
HCG18	-0.01473443936015729	5.994939609375	-0.24387125881806335	0.8077127624852123	0.8622552741984013	-6.560132166657031	-0.01473443936015729	0.8077127624852123	0.8622552741984013
PCNX1	0.011956375747632116	6.7019878125	0.24377166043135673	0.8077897387899893	0.862295131411259	-6.560156172273442	0.011956375747632116	0.8077897387899893	0.862295131411259
IVL	-0.007273919124704079	3.364809375	-0.2437144264365754	0.8078339739066397	0.8623000360366619	-6.560169962615839	-0.007273919124704079	0.8078339739066397	0.8623000360366619
BRD3	-0.009667831888892142	7.60892578125	-0.2436111483600833	0.8079137972314752	0.8623429259654701	-6.560194838941964	-0.009667831888892142	0.8079137972314752	0.8623429259654701
SPRR2G	0.0075110520058229635	5.219452109375	0.24348176231181776	0.8080138021860916	0.8624073518941195	-6.560225988963144	0.0075110520058229635	0.8080138021860916	0.8624073518941195
